Listing_ID,Title,Condition,Price,Seller_Rating,Seller_Location,Listed_Date,Watchers
EBY-001801,Genuine Orbital Watch S1 Sport Used - Excellent Tested Working,Used - Excellent,392.79,91.6,UK,2026-01-10,27
EBY-001802,Zenith  Buds  Sport  Used  -  Excellent  w/  Charger  Bundle,Used - Excellent,44.91,87.0,US,2025-01-01,49
EBY-001803,Solace TravelLite 12 Used - Excellent L@@K!!,Used - Excellent,956.01,93.1,UK,2025-11-13,10
EBY-001804,Nimbus Slate 8 - Open Box - Fast Shipping,Open Box,221.41,,AU,2026-04-20,40
EBY-001805,Nimbus X1 - Used - Fair - Fast Shipping,Used - Fair,234.91,93.2,SG,2025-10-19,4
EBY-001806,** Zenith Watch S1 ** New SALE,New,351.54,94.7,SG,2026-02-20,32
EBY-001807,Orbital  Buds  Air  Used  -  Excellent  L@@K!!,Used - Excellent,52.69,94.3,UK,2025-11-21,24
EBY-001808,Orbital EliteBook X Used - Good L@@K!!,Used - Good,673.31,94.9,US,2025-04-18,24
EBY-001809,Vortexa Nova 5 Lite (Used - Good) Free Ship,Used - Good,497.32,89.5,CA,2025-06-25,58
EBY-001810,Zenith Buds Air Pro (Used - Excellent) Free Ship,Used - Excellent,193.76,87.1,US,2026-04-16,20
EBY-001811,Genuine Nimbus Buds Sport New Tested Working,New,196.11,89.8,CA,2025-01-21,57
EBY-001812,**  Zenith  Edge  7  **  Used  -  Excellent  SALE,Used - Excellent,394.4,89.9,IN,2025-03-04,17
EBY-001813,Vortexa Watch S1 Sport New L@@K!!,New,408.18,87.9,UK,2025-05-18,56
EBY-001814,Emberline TravelLite 12 - Used - Good - Fast Shipping,Used - Good,908.4,88.9,CA,2025-02-27,47
EBY-001815,Solace Watch S1 Sport Used - Excellent L@@K!!,Used - Excellent,136.2,86.6,US,2025-03-02,18
EBY-001816,Genuine Orbital X1 Used - Good Tested Working,Used - Good,450.32,96.8,CA,2025-09-13,2
EBY-001817,Genuine Solace Buds Sport Used - Fair Tested Working,Used - Fair,18.69,88.6,US,2025-10-06,4
EBY-001818,Orbital X1 - Used - Excellent - Fast Shipping,Used - Excellent,727.93,96.5,CA,2026-02-12,44
EBY-001819,Genuine Zenith Buds Sport Used - Excellent Tested Working,Used - Excellent,40.83,99.9,AU,2025-03-11,46
EBY-001820,Zenith Tab 10 - Used - Good - Fast Shipping,Used - Good,510.5,99.5,US,2026-05-23,33
EBY-001821,** VORTEXA X1 PRO ** USED - GOOD SALE,Used - Good,114.69,90.2,CA,2026-06-01,48
EBY-001822,Nimbus Flip 3 - Used - Good - Fast Shipping,Used - Good,161.57,87.7,UK,2026-01-18,33
EBY-001823,Genuine Zenith Pro 14 For Parts/Not Working Tested Working,For Parts/Not Working,49.32,99.3,UK,2026-01-31,52
EBY-001824,Genuine Vortexa Nova 5 Used - Fair Tested Working,Used - Fair,380.41,98.7,IN,2026-03-09,8
EBY-001825,ORBITAL PRO 14 - USED - FAIR - FAST SHIPPING,Used - Fair,397.76,98.6,AU,2025-11-21,9
EBY-001826,Nimbus Watch S1 (Used - Excellent) Free Ship,Used - Excellent,239.46,99.1,UK,2025-11-27,45
EBY-001827,Nimbus Nova 5 Lite (Used - Fair) Free Ship,Used - Fair,269.83,97.0,CA,2025-12-29,21
EBY-001828,Genuine Solace Tab 10 Pro Used - Good Tested Working,Used - Good,266.31,91.3,DE,2026-01-14,27
EBY-001829,Zenith Air 13 - For Parts/Not Working - Fast Shipping,For Parts/Not Working,141.44,88.3,AU,2025-05-30,29
EBY-001830,Orbital Studio 16 - Used - Good - Fast Shipping,Used - Good,826.3,95.7,DE,2025-08-15,54
EBY-001831,** Emberline Buds Air Pro ** Used - Fair SALE,Used - Fair,18.78,95.7,SG,2025-10-30,13
EBY-001832,Zenith Force 15 Gaming (Open Box) Free Ship,Open Box,677.06,90.8,AU,2026-04-30,19
EBY-001833,Nimbus Buds Air - Open Box - Fast Shipping,Open Box,229.11,99.9,UK,2025-07-01,19
EBY-001834,NIMBUS CANVAS 11 (USED - FAIR) FREE SHIP,Used - Fair,128.12,93.5,CA,2026-02-05,52
EBY-001835,ZENITH TRAVELLITE 12 USED - EXCELLENT W/ CHARGER BUNDLE,Used - Excellent,638.94,98.3,AU,2026-02-13,52
EBY-001836,Orbital Buds Air Pro Open Box L@@K!!,Open Box,84.41,88.2,CA,2025-02-05,15
EBY-001837,Emberline X1 (Used - Fair) Free Ship,Used - Fair,210.04,99.8,IN,2025-09-12,19
EBY-001838,Zenith Slate 8 (Used - Excellent) Free Ship,Used - Excellent,425.71,95.1,SG,2025-08-13,24
EBY-001839,** Zenith X1 ** Used - Excellent SALE,Used - Excellent,812.19,98.5,IN,2025-03-02,59
EBY-001840,Nimbus X1 Pro (Used - Excellent) Free Ship,Used - Excellent,204.57,91.0,AU,2026-05-30,44
EBY-001841,Nimbus EliteBook X (Used - Good) Free Ship,Used - Good,299.1,94.1,UK,2026-02-14,34
EBY-001842,Solace Buds Air Pro Used - Good L@@K!!,Used - Good,60.26,99.8,DE,2026-04-15,60
EBY-001843,Nimbus Edge 7 Open Box w/ Charger Bundle,Open Box,269.94,94.1,UK,2025-09-14,43
EBY-001844,Vortexa Force 15 Gaming Used - Excellent w/ Charger Bundle,Used - Excellent,1143.5,87.5,AU,2026-06-28,45
EBY-001845,Nimbus Buds Air Pro Used - Excellent L@@K!!,Used - Excellent,143.35,91.9,AU,2025-11-18,52
EBY-001846,Emberline Nova 5 Lite (New) Free Ship,New,838.89,89.6,DE,2025-02-17,32
EBY-001847,** Solace Nova 5 ** Open Box SALE,Open Box,303.35,97.8,IN,2026-06-15,21
EBY-001848,Nimbus Pro 14 Used - Fair L@@K!!,Used - Fair,539.98,86.8,IN,2025-11-16,42
EBY-001849,Nimbus Canvas 11 - Used - Fair - Fast Shipping,Used - Fair,173.02,85.2,US,2026-03-07,58
EBY-001850,Genuine Emberline Watch S1 Used - Good Tested Working,Used - Good,159.29,92.7,UK,2025-09-08,21
EBY-001851,Solace  Flip  3  Used  -  Excellent  L@@K!!,Used - Excellent,516.59,93.0,IN,2026-01-16,55
EBY-001852,Zenith X1 Pro - Used - Good - Fast Shipping,Used - Good,508.65,89.7,UK,2025-12-16,7
EBY-001853,Vortexa Canvas 11 For Parts/Not Working L@@K!!,For Parts/Not Working,63.43,91.5,DE,2025-08-23,38
EBY-001854,Emberline X1 - New - Fast Shipping,New,694.03,85.6,UK,2025-03-25,0
EBY-001855,Orbital Nova 5 Lite - Used - Excellent - Fast Shipping,Used - Excellent,488.7,89.4,US,2026-06-11,22
EBY-001856,Zenith Pulse Band 2 Used - Good L@@K!!,Used - Good,197.87,87.7,DE,2025-12-26,13
EBY-001857,Nimbus Buds Air Used - Fair w/ Charger Bundle,Used - Fair,120.2,89.8,CA,2025-10-20,47
EBY-001858,Zenith Slate 8 (Used - Excellent) Free Ship,Used - Excellent,423.21,86.1,IN,2025-11-22,33
EBY-001859,Orbital Studio 16 Open Box w/ Charger Bundle,Open Box,1350.69,88.3,SG,2025-05-12,26
EBY-001860,** Nimbus X1 Pro ** Used - Excellent SALE,Used - Excellent,195.97,97.5,SG,2025-11-01,18
EBY-001861,Nimbus Edge 7 - Used - Fair - Fast Shipping,Used - Fair,88.59,97.1,DE,2025-11-04,39
EBY-001862,Solace Edge 7 Used - Good L@@K!!,Used - Good,267.28,86.2,IN,2025-05-06,57
EBY-001863,Vortexa Force 15 Gaming Used - Fair w/ Charger Bundle,Used - Fair,521.99,89.2,IN,2025-11-28,40
EBY-001864,Solace Nova 5 Lite - Used - Fair - Fast Shipping,Used - Fair,80.11,87.5,DE,2025-07-10,9
EBY-001865,** Nimbus Slate 8 ** Used - Excellent SALE,Used - Excellent,185.94,92.7,US,2025-08-17,1
EBY-001866,Nimbus Buds Sport Used - Good L@@K!!,Used - Good,94.76,90.4,CA,2026-04-18,57
EBY-001867,Emberline Force 15 Gaming - For Parts/Not Working - Fast Shipping,For Parts/Not Working,88.35,94.1,CA,2026-06-18,16
EBY-001868,Orbital Studio 16 - Used - Excellent - Fast Shipping,Used - Excellent,1046.4,91.8,US,2025-12-05,33
EBY-001869,Nimbus Edge 7 Open Box L@@K!!,Open Box,246.88,88.8,AU,2025-05-25,12
EBY-001870,Genuine Solace Watch S1 Sport New Tested Working,New,176.67,93.5,SG,2025-07-23,9
EBY-001871,Solace  Studio  16  (Used  -  Excellent)  Free  Ship,Used - Excellent,960.85,90.8,SG,2025-12-19,57
EBY-001872,Zenith Canvas 11 - Used - Excellent - Fast Shipping,Used - Excellent,164.78,99.9,DE,2026-03-13,60
EBY-001873,Genuine Nimbus Force 15 Gaming Used - Excellent Tested Working,Used - Excellent,934.47,97.3,DE,2026-04-06,7
EBY-001874,Emberline Tab 10 (Open Box) Free Ship,Open Box,295.26,91.8,CA,2025-02-05,48
EBY-001875,Zenith  Buds  Sport  -  Used  -  Excellent  -  Fast  Shipping,Used - Excellent,45.85,97.6,DE,2026-02-06,59
EBY-001876,Nimbus X1 Pro Open Box w/ Charger Bundle,Open Box,261.09,94.2,SG,2025-02-03,20
EBY-001877,Zenith Edge 7 (New) Free Ship,New,616.6,89.6,CA,2025-12-23,42
EBY-001878,Zenith EliteBook X - Open Box - Fast Shipping,Open Box,404.0,96.5,UK,2025-04-16,39
EBY-001879,Emberline Edge 7 Open Box L@@K!!,Open Box,443.82,90.7,DE,2025-05-30,40
EBY-001880,** Nimbus X1 Pro ** Used - Excellent SALE,Used - Excellent,224.05,93.8,CA,2025-06-20,32
EBY-001881,Vortexa Nova 5 Lite Used - Good L@@K!!,Used - Good,493.93,95.6,AU,2026-04-13,29
EBY-001882,Zenith Nova 5 Used - Excellent w/ Charger Bundle,Used - Excellent,376.98,99.6,IN,2025-08-20,16
EBY-001883,Zenith X1 Pro Used - Good L@@K!!,Used - Good,477.68,91.5,CA,2025-04-13,49
EBY-001884,Genuine Emberline Pro 14 Used - Excellent Tested Working,Used - Excellent,1070.17,92.3,IN,2025-06-20,57
EBY-001885,Solace Nova 5 (Used - Excellent) Free Ship,Used - Excellent,280.72,91.3,UK,2025-01-17,5
EBY-001886,**  Zenith  Flip  3  **  Used  -  Good  SALE,Used - Good,507.41,87.4,SG,2025-12-14,21
EBY-001887,Zenith Nova 5 Lite (New) Free Ship,New,489.31,86.5,UK,2025-03-07,42
EBY-001888,Vortexa Nova 5 Lite (Used - Fair) Free Ship,Used - Fair,380.24,90.5,UK,2025-08-24,9
EBY-001889,Solace Studio 16 Used - Fair w/ Charger Bundle,Used - Fair,446.51,90.2,SG,2026-01-23,51
EBY-001890,Orbital Edge 7 - Used - Fair - Fast Shipping,Used - Fair,311.36,85.5,UK,2026-06-13,35
EBY-001891,** Vortexa Nova 5 ** Used - Good SALE,Used - Good,632.85,85.7,UK,2025-06-23,46
EBY-001892,GENUINE  VORTEXA  X1  USED  -  GOOD  TESTED  WORKING,Used - Good,348.09,90.2,IN,2026-02-01,12
EBY-001893,Nimbus Pro 14 (Used - Excellent) Free Ship,Used - Excellent,810.05,93.5,DE,2026-03-20,10
EBY-001894,Emberline Buds Air Used - Good L@@K!!,Used - Good,27.44,93.8,UK,2025-05-17,57
EBY-001895,Emberline Pulse Band 2 Used - Fair L@@K!!,Used - Fair,59.63,95.5,DE,2025-07-12,55
EBY-001896,** Zenith Buds Air Pro ** Used - Excellent SALE,Used - Excellent,209.63,96.0,DE,2025-09-20,48
EBY-001897,** Zenith Buds Sport ** Used - Fair SALE,Used - Fair,19.74,86.8,AU,2025-08-27,19
EBY-001898,Emberline Force 15 Gaming - New - Fast Shipping,New,646.53,92.6,DE,2025-02-20,58
EBY-001899,ORBITAL STUDIO 16 USED - GOOD W/ CHARGER BUNDLE,Used - Good,818.79,88.9,UK,2026-04-16,39
EBY-001900,Zenith EliteBook X Used - Excellent w/ Charger Bundle,Used - Excellent,390.16,89.7,US,2025-05-11,6
EBY-001901,Orbital Flip 3 Open Box w/ Charger Bundle,Open Box,245.78,92.0,DE,2025-10-17,12
EBY-001902,Genuine Orbital Slate 8 For Parts/Not Working Tested Working,For Parts/Not Working,91.5,92.1,AU,2025-09-25,17
EBY-001903,Orbital Slate 8 - Used - Excellent - Fast Shipping,Used - Excellent,519.65,93.6,UK,2025-11-20,31
EBY-001904,Orbital EliteBook X Used - Excellent L@@K!!,Used - Excellent,1060.07,88.0,DE,2025-06-03,44
EBY-001905,Solace Flip 3 - Used - Good - Fast Shipping,Used - Good,355.39,86.4,DE,2025-10-27,2
EBY-001906,Nimbus Buds Air - Used - Excellent - Fast Shipping,Used - Excellent,201.95,92.8,CA,2025-08-07,3
EBY-001907,** Vortexa Pulse Band 2 ** Used - Excellent SALE,Used - Excellent,228.23,87.4,CA,2025-07-16,35
EBY-001908,Genuine Vortexa Slate 8 Used - Good Tested Working,Used - Good,509.03,96.2,UK,2026-06-12,9
EBY-001909,Nimbus Flip 3 (Used - Good) Free Ship,Used - Good,169.61,86.5,UK,2025-08-31,14
EBY-001910,Orbital Air 13 New w/ Charger Bundle,New,903.49,98.4,US,2025-05-21,14
EBY-001911,Emberline Nova 5 Lite (For Parts/Not Working) Free Ship,For Parts/Not Working,126.17,99.9,UK,2025-09-09,60
EBY-001912,Nimbus Tab 10 Pro New w/ Charger Bundle,New,437.53,90.5,DE,2025-12-09,3
EBY-001913,Emberline EliteBook X Used - Good w/ Charger Bundle,Used - Good,390.9,87.8,US,2025-05-19,25
EBY-001914,Zenith X1 Pro - Used - Excellent - Fast Shipping,Used - Excellent,565.45,99.5,SG,2025-03-28,39
EBY-001915,Orbital Tab 10 Used - Good L@@K!!,Used - Good,190.05,86.0,AU,2026-01-13,6
EBY-001916,Solace EliteBook X - Used - Fair - Fast Shipping,Used - Fair,228.27,90.8,SG,2025-02-03,12
EBY-001917,** Vortexa Tab 10 ** Used - Excellent SALE,Used - Excellent,319.69,,DE,2025-02-14,56
EBY-001918,Nimbus Buds Air Pro Used - Fair w/ Charger Bundle,Used - Fair,83.95,98.5,UK,2026-07-03,41
EBY-001919,Emberline Buds Air Open Box w/ Charger Bundle,Open Box,45.89,87.5,UK,2026-06-11,20
EBY-001920,Orbital Canvas 11 Used - Excellent L@@K!!,Used - Excellent,361.29,88.1,UK,2025-01-14,37
EBY-001921,** Zenith Slate 8 ** Used - Good SALE,Used - Good,290.16,97.5,IN,2025-09-11,4
EBY-001922,Nimbus Studio 16 Used - Good w/ Charger Bundle,Used - Good,819.8,94.2,SG,2025-10-27,45
EBY-001923,** Zenith Buds Air Pro ** Used - Fair SALE,Used - Fair,101.03,96.6,IN,2025-02-18,46
EBY-001924,Genuine Zenith Tab 10 Pro For Parts/Not Working Tested Working,For Parts/Not Working,57.48,96.5,AU,2025-04-09,54
EBY-001925,Orbital Watch S1 Used - Good w/ Charger Bundle,Used - Good,127.27,95.8,DE,2025-03-17,53
EBY-001926,Genuine Zenith TravelLite 12 For Parts/Not Working Tested Working,For Parts/Not Working,59.25,,UK,2025-06-04,35
EBY-001927,Orbital Tab 10 (For Parts/Not Working) Free Ship,For Parts/Not Working,45.75,88.7,SG,2025-06-23,27
EBY-001928,**  Vortexa  Flip  3  **  Used  -  Fair  SALE,Used - Fair,232.49,,US,2025-04-14,17
EBY-001929,** Nimbus Pro 14 ** Used - Good SALE,Used - Good,754.41,87.3,DE,2025-03-11,46
EBY-001930,** Solace Watch S1 ** Used - Excellent SALE,Used - Excellent,245.03,,US,2025-01-16,35
EBY-001931,** Nimbus Edge 7 ** New SALE,New,325.81,91.1,AU,2025-03-30,32
EBY-001932,Vortexa Buds Air Pro Used - Excellent L@@K!!,Used - Excellent,46.89,98.6,IN,2025-09-21,48
EBY-001933,Emberline Buds Sport Used - Excellent w/ Charger Bundle,Used - Excellent,182.42,99.4,DE,2026-04-11,48
EBY-001934,Solace Pro 14 - Used - Good - Fast Shipping,Used - Good,614.1,93.8,IN,2025-04-18,36
EBY-001935,Zenith X1 Pro Open Box w/ Charger Bundle,Open Box,720.9,87.7,AU,2025-09-27,29
EBY-001936,Genuine Solace Nova 5 New Tested Working,New,343.34,96.8,DE,2025-12-28,42
EBY-001937,Orbital Tab 10 Pro - For Parts/Not Working - Fast Shipping,For Parts/Not Working,84.66,90.5,SG,2025-05-13,48
EBY-001938,Orbital X1 Pro - Open Box - Fast Shipping,Open Box,1262.85,85.5,IN,2025-06-17,40
EBY-001939,** Zenith Buds Air Pro ** Used - Excellent SALE,Used - Excellent,219.82,93.7,UK,2025-03-14,15
EBY-001940,Solace Nova 5 - Used - Good - Fast Shipping,Used - Good,204.69,99.9,SG,2025-11-16,7
EBY-001941,Vortexa Nova 5 Open Box L@@K!!,Open Box,994.07,93.9,AU,2025-09-02,38
EBY-001942,Orbital Edge 7 - Open Box - Fast Shipping,Open Box,949.56,97.5,US,2026-05-21,48
EBY-001943,Genuine Vortexa Watch S1 Open Box Tested Working,Open Box,264.55,96.0,US,2025-10-09,42
EBY-001944,** Vortexa Buds Air Pro ** Used - Excellent SALE,Used - Excellent,44.03,92.6,DE,2025-12-26,32
EBY-001945,Nimbus Force 15 Gaming - Used - Good - Fast Shipping,Used - Good,851.56,99.7,US,2025-06-14,7
EBY-001946,Emberline Studio 16 Used - Good L@@K!!,Used - Good,642.85,96.9,SG,2025-11-29,42
EBY-001947,Emberline Buds Sport (Open Box) Free Ship,Open Box,205.42,95.5,US,2025-03-08,15
EBY-001948,GENUINE NIMBUS NOVA 5 LITE NEW TESTED WORKING,New,971.17,98.2,UK,2025-01-28,54
EBY-001949,Vortexa EliteBook X Open Box L@@K!!,Open Box,1292.58,97.4,AU,2025-09-25,54
EBY-001950,Emberline Nova 5 Used - Good w/ Charger Bundle,Used - Good,184.6,90.0,AU,2025-11-14,48
EBY-001951,SOLACE ELITEBOOK X OPEN BOX L@@K!!,Open Box,787.95,86.3,DE,2025-04-19,47
EBY-001952,Solace X1 For Parts/Not Working w/ Charger Bundle,For Parts/Not Working,72.46,87.1,IN,2025-04-03,5
EBY-001953,** Nimbus EliteBook X ** Used - Excellent SALE,Used - Excellent,422.77,96.1,IN,2026-04-03,0
EBY-001954,Orbital Force 15 Gaming Open Box w/ Charger Bundle,Open Box,912.15,99.1,UK,2025-04-28,40
EBY-001955,** Emberline Edge 7 ** New SALE,New,484.13,90.1,IN,2026-03-12,49
EBY-001956,Solace Nova 5 Open Box w/ Charger Bundle,Open Box,318.36,87.8,DE,2025-08-09,49
EBY-001957,Solace  Pulse  Band  2  -  Used  -  Excellent  -  Fast  Shipping,Used - Excellent,147.13,85.5,UK,2025-07-28,25
EBY-001958,Zenith Force 15 Gaming - Used - Good - Fast Shipping,Used - Good,371.42,91.0,IN,2025-10-24,12
EBY-001959,Solace Buds Air Used - Fair L@@K!!,Used - Fair,18.42,97.1,SG,2025-05-17,42
EBY-001960,Nimbus Pro 14 (For Parts/Not Working) Free Ship,For Parts/Not Working,168.96,93.9,SG,2025-02-06,52
EBY-001961,Nimbus Buds Air Pro Open Box L@@K!!,Open Box,162.49,89.1,AU,2025-08-27,34
EBY-001962,Nimbus Pro 14 - Used - Good - Fast Shipping,Used - Good,594.7,98.0,SG,2025-07-10,43
EBY-001963,Solace Tab 10 Used - Good w/ Charger Bundle,Used - Good,349.38,93.0,AU,2025-03-05,60
EBY-001964,NIMBUS ELITEBOOK X NEW W/ CHARGER BUNDLE,New,530.56,92.5,IN,2025-02-04,60
EBY-001965,Solace EliteBook X - Used - Excellent - Fast Shipping,Used - Excellent,618.57,93.8,AU,2025-04-10,10
EBY-001966,** Solace Buds Sport ** Open Box SALE,Open Box,67.6,99.0,SG,2025-05-22,56
EBY-001967,Solace Flip 3 Used - Good L@@K!!,Used - Good,470.46,95.9,US,2026-03-31,5
EBY-001968,Vortexa Nova 5 - Used - Good - Fast Shipping,Used - Good,728.33,99.8,IN,2025-04-10,25
EBY-001969,Solace Buds Air (Used - Excellent) Free Ship,Used - Excellent,46.88,96.1,AU,2026-03-24,15
EBY-001970,Genuine Emberline X1 Pro New Tested Working,New,556.12,,IN,2026-06-27,47
EBY-001971,Orbital Tab 10 Pro (Used - Good) Free Ship,Used - Good,485.05,,AU,2025-09-27,17
EBY-001972,Solace Flip 3 Used - Good w/ Charger Bundle,Used - Good,459.88,90.6,IN,2025-05-05,0
EBY-001973,Vortexa Flip 3 (Open Box) Free Ship,Open Box,870.66,99.6,SG,2025-03-28,45
EBY-001974,** Nimbus X1 ** Open Box SALE,Open Box,750.85,99.5,CA,2025-09-21,32
EBY-001975,Genuine Orbital Tab 10 Pro Used - Excellent Tested Working,Used - Excellent,618.44,93.9,US,2025-11-23,33
EBY-001976,Solace Nova 5 New w/ Charger Bundle,New,369.72,89.7,AU,2026-04-07,9
EBY-001977,Vortexa Edge 7 Used - Excellent w/ Charger Bundle,Used - Excellent,296.04,95.4,IN,2026-04-22,49
EBY-001978,Genuine Emberline Nova 5 Used - Fair Tested Working,Used - Fair,94.62,90.9,US,2026-06-24,7
EBY-001979,Genuine Vortexa Flip 3 Used - Good Tested Working,Used - Good,614.37,91.8,UK,2026-03-17,3
EBY-001980,Orbital  Flip  3  Used  -  Excellent  L@@K!!,Used - Excellent,223.21,98.7,AU,2025-10-17,53
EBY-001981,Nimbus Buds Sport Used - Excellent L@@K!!,Used - Excellent,124.3,98.8,DE,2025-04-15,0
EBY-001982,** Solace Tab 10 Pro ** Used - Good SALE,Used - Good,219.94,99.8,DE,2025-07-02,5
EBY-001983,Zenith Edge 7 (Used - Good) Free Ship,Used - Good,371.46,90.6,UK,2025-06-07,55
EBY-001984,Emberline Nova 5 (Used - Good) Free Ship,Used - Good,203.87,96.2,CA,2026-06-16,9
EBY-001985,** Vortexa Slate 8 ** New SALE,New,957.73,95.9,US,2025-12-25,14
EBY-001986,ZENITH FORCE 15 GAMING (USED - EXCELLENT) FREE SHIP,Used - Excellent,526.73,89.7,SG,2026-05-18,29
EBY-001987,Vortexa X1 - Used - Excellent - Fast Shipping,Used - Excellent,554.28,87.8,SG,2025-12-13,52
EBY-001988,NIMBUS ELITEBOOK X (OPEN BOX) FREE SHIP,Open Box,488.93,96.8,CA,2025-02-23,41
EBY-001989,Nimbus  Nova  5  (New)  Free  Ship,New,691.69,94.2,CA,2025-08-07,14
EBY-001990,Vortexa Canvas 11 Used - Excellent L@@K!!,Used - Excellent,557.17,96.6,SG,2026-05-12,46
EBY-001991,Orbital X1 (Used - Excellent) Free Ship,Used - Excellent,729.42,97.4,IN,2025-02-04,14
EBY-001992,Orbital Tab 10 (For Parts/Not Working) Free Ship,For Parts/Not Working,53.56,90.8,US,2025-08-05,29
EBY-001993,** Zenith Pro 14 ** Used - Excellent SALE,Used - Excellent,479.07,95.4,UK,2025-04-14,8
EBY-001994,Vortexa Studio 16 For Parts/Not Working w/ Charger Bundle,For Parts/Not Working,192.93,,US,2025-12-27,14
EBY-001995,Orbital Air 13 (New) Free Ship,New,903.49,86.2,IN,2026-04-19,58
EBY-001996,Genuine Zenith Watch S1 Sport For Parts/Not Working Tested Working,For Parts/Not Working,41.02,90.6,IN,2026-01-08,1
EBY-001997,Nimbus Air 13 Open Box L@@K!!,Open Box,1000.22,87.6,US,2025-01-17,37
EBY-001998,Emberline Flip 3 (Used - Good) Free Ship,Used - Good,695.66,,UK,2025-06-21,53
EBY-001999,** NIMBUS BUDS AIR PRO ** NEW SALE,New,207.14,86.4,CA,2025-11-29,60
EBY-002000,Genuine Orbital Studio 16 Open Box Tested Working,Open Box,1253.48,98.7,SG,2025-07-12,58
EBY-002001,Zenith Buds Sport Used - Fair L@@K!!,Used - Fair,20.71,94.3,DE,2026-05-16,58
EBY-002002,Vortexa Slate 8 Used - Good w/ Charger Bundle,Used - Good,508.18,98.3,CA,2026-06-24,13
EBY-002003,Vortexa Buds Air Pro - Used - Excellent - Fast Shipping,Used - Excellent,51.46,89.5,UK,2025-07-25,38
EBY-002004,Orbital Nova 5 Lite (Used - Excellent) Free Ship,Used - Excellent,470.51,95.7,AU,2025-11-12,11
EBY-002005,** Vortexa X1 ** Used - Fair SALE,Used - Fair,199.5,91.7,IN,2025-07-16,57
EBY-002006,** EMBERLINE X1 PRO ** USED - EXCELLENT SALE,Used - Excellent,427.02,96.9,SG,2025-10-11,49
EBY-002007,Genuine Solace Pulse Band 2 Used - Excellent Tested Working,Used - Excellent,120.02,88.9,CA,2026-04-26,13
EBY-002008,Genuine Zenith X1 Used - Fair Tested Working,Used - Fair,508.56,91.7,SG,2025-11-17,14
EBY-002009,Vortexa Nova 5 Lite (Used - Fair) Free Ship,Used - Fair,420.33,99.5,IN,2026-02-15,40
EBY-002010,Orbital Buds Air Pro Used - Fair L@@K!!,Used - Fair,25.83,89.5,AU,2025-07-16,16
EBY-002011,** SOLACE TAB 10 PRO ** USED - EXCELLENT SALE,Used - Excellent,314.83,,IN,2025-08-15,26
EBY-002012,Emberline X1 Pro (Used - Excellent) Free Ship,Used - Excellent,343.44,96.2,DE,2025-05-03,21
EBY-002013,Solace Studio 16 (Open Box) Free Ship,Open Box,1275.68,98.6,IN,2025-08-27,1
EBY-002014,Orbital EliteBook X New w/ Charger Bundle,New,1470.15,95.0,AU,2025-06-06,31
EBY-002015,Genuine Zenith Nova 5 Lite Used - Excellent Tested Working,Used - Excellent,345.14,89.7,SG,2025-09-27,31
EBY-002016,Orbital EliteBook X - Open Box - Fast Shipping,Open Box,1271.27,88.0,AU,2025-03-12,7
EBY-002017,Orbital Edge 7 For Parts/Not Working w/ Charger Bundle,For Parts/Not Working,160.69,94.4,SG,2025-10-02,37
EBY-002018,Vortexa Slate 8 - New - Fast Shipping,New,927.86,96.4,US,2025-07-03,49
EBY-002019,Orbital Flip 3 Used - Excellent L@@K!!,Used - Excellent,174.84,89.7,US,2026-01-01,6
EBY-002020,** Nimbus Nova 5 Lite ** Open Box SALE,Open Box,888.22,99.1,IN,2026-06-13,48
EBY-002021,Vortexa Studio 16 (Used - Good) Free Ship,Used - Good,579.99,96.1,CA,2025-07-24,6
EBY-002022,NIMBUS NOVA 5 LITE FOR PARTS/NOT WORKING W/ CHARGER BUNDLE,For Parts/Not Working,150.31,89.0,IN,2026-04-20,36
EBY-002023,** Orbital Buds Sport ** Used - Good SALE,Used - Good,23.91,99.4,CA,2026-01-12,30
EBY-002024,** Orbital X1 Pro ** Used - Excellent SALE,Used - Excellent,833.65,93.4,AU,2025-07-13,7
EBY-002025,** Zenith Pro 14 ** For Parts/Not Working SALE,For Parts/Not Working,107.33,99.3,SG,2026-05-10,40
EBY-002026,Solace Nova 5 Lite - Used - Good - Fast Shipping,Used - Good,132.06,91.1,US,2026-03-16,34
EBY-002027,Emberline TravelLite 12 Used - Fair L@@K!!,Used - Fair,495.98,88.3,AU,2026-04-25,27
EBY-002028,Vortexa Buds Air Pro Open Box L@@K!!,Open Box,64.07,96.1,US,2026-01-22,10
EBY-002029,**  Zenith  Watch  S1  **  Used  -  Excellent  SALE,Used - Excellent,245.65,88.6,UK,2025-10-26,5
EBY-002030,Zenith Watch S1 (Open Box) Free Ship,Open Box,263.9,85.0,US,2025-06-11,1
EBY-002031,Nimbus Nova 5 Used - Excellent L@@K!!,Used - Excellent,543.95,95.6,DE,2025-07-28,20
EBY-002032,Orbital Flip 3 (Open Box) Free Ship,Open Box,261.09,92.1,AU,2025-12-16,59
EBY-002033,** Vortexa Slate 8 ** Used - Good SALE,Used - Good,534.03,95.1,IN,2026-02-10,49
EBY-002034,Genuine Vortexa Buds Air Pro Used - Excellent Tested Working,Used - Excellent,53.75,99.4,SG,2025-10-01,7
EBY-002035,Genuine Solace Buds Sport Used - Fair Tested Working,Used - Fair,28.37,89.1,UK,2026-06-10,44
EBY-002036,Genuine Solace Pro 14 New Tested Working,New,1032.05,85.6,DE,2025-08-12,5
