"sku","brand","product_name","category","launch_year","msrp","component","component_code","supplier","component_cost","claim_id","failed_component","claim_date","days_in_service","repair_cost","resolution","failure_symptom","master_id"
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Display","DSP","Pegatron",30.13,"WC-00742","Logic Board","2024-02-08",116,78.40,"Repaired","Malfunctioning",4680
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Logic Board","LB","Luxshare ICT",34.55,"WC-00742","Logic Board","2024-02-08",116,78.40,"Repaired","Malfunctioning",4681
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Strap/Band","STR","Foxlink Corp",9.96,"WC-00743","Sensor Module","2024-10-12",720,46.19,"Replaced","Overheating",4682
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Sensor Module","SEN","Delta Electronics",7.64,"WC-00743","Sensor Module","2024-10-12",720,46.19,"Replaced","Overheating",4683
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Battery","BAT","Foxlink Corp",9.73,"WC-00743","Sensor Module","2024-10-12",720,46.19,"Replaced","Overheating",4684
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Display","DSP","Pegatron",30.13,"WC-00743","Sensor Module","2024-10-12",720,46.19,"Replaced","Overheating",4685
"WCH-SOL-0004","Solace","Solace Watch S1","Smartwatch",2022,348.06,"Logic Board","LB","Luxshare ICT",34.55,"WC-00743","Sensor Module","2024-10-12",720,46.19,"Replaced","Overheating",4686
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"Speaker Unit","SPK","Luxshare ICT",6.18,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4687
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"Charging Port","CHG","Delta Electronics",5.01,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4688
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"Camera Module","CAM","Foxlink Corp",26.18,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4689
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"Battery","BAT","Quanta Computer",31.39,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4690
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"OLED Display","OLD","Pegatron",142.33,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4691
"PHN-VOR-0007","Vortexa","Vortexa Nova 5","Smartphone",2025,1351.01,"Logic Board","LB","Quanta Computer",70.03,"WC-00744","Battery","2024-05-08",758,96.33,"Refunded","Overheating",4692
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Webcam Module","CAM","Delta Electronics",6.53,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4693
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Cooling Fan","FAN","Delta Electronics",6.19,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4694
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Keyboard Assembly","KB","Pegatron",23.82,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4695
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"RAM Module","RAM","Wistron",32.71,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4696
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"SSD Storage","SSD","Pegatron",98.42,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4697
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Battery","BAT","Luxshare ICT",35.17,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4698
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Display Panel","DSP","Luxshare ICT",51.13,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4699
"LAP-VOR-0010","Vortexa","Vortexa Force 15 Gaming","Laptop",2023,1708.04,"Motherboard","MB","Delta Electronics",208.50,"WC-00745","Cooling Fan","2026-02-21",566,43.55,"Repaired","Not charging",4700
"WCH-ZEN-0007","Zenith","Zenith Watch S1 Sport","Smartwatch",2023,573.98,"Strap/Band","STR","Pegatron",3.45,"WC-00746","Battery","2024-02-13",500,55.49,"Replaced","Overheating",4701
"WCH-ZEN-0007","Zenith","Zenith Watch S1 Sport","Smartwatch",2023,573.98,"Sensor Module","SEN","Foxlink Corp",7.89,"WC-00746","Battery","2024-02-13",500,55.49,"Replaced","Overheating",4702
"WCH-ZEN-0007","Zenith","Zenith Watch S1 Sport","Smartwatch",2023,573.98,"Battery","BAT","Delta Electronics",12.35,"WC-00746","Battery","2024-02-13",500,55.49,"Replaced","Overheating",4703
"WCH-ZEN-0007","Zenith","Zenith Watch S1 Sport","Smartwatch",2023,573.98,"Display","DSP","Foxlink Corp",36.79,"WC-00746","Battery","2024-02-13",500,55.49,"Replaced","Overheating",4704
"WCH-ZEN-0007","Zenith","Zenith Watch S1 Sport","Smartwatch",2023,573.98,"Logic Board","LB","Quanta Computer",59.46,"WC-00746","Battery","2024-02-13",500,55.49,"Replaced","Overheating",4705
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Charging Port","CHG","Pegatron",11.99,"WC-00747","Logic Board","2026-05-08",832,426.54,"Repaired","Malfunctioning",4706
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Speaker Unit","SPK","Quanta Computer",2.52,"WC-00747","Logic Board","2026-05-08",832,426.54,"Repaired","Malfunctioning",4707
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Battery","BAT","Wistron",20.12,"WC-00747","Logic Board","2026-05-08",832,426.54,"Repaired","Malfunctioning",4708
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Touch Display","TDS","Luxshare ICT",95.61,"WC-00747","Logic Board","2026-05-08",832,426.54,"Repaired","Malfunctioning",4709
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Logic Board","LB","Delta Electronics",172.18,"WC-00747","Logic Board","2026-05-08",832,426.54,"Repaired","Malfunctioning",4710
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"Speaker Unit","SPK","Foxlink Corp",5.71,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4711
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"Charging Port","CHG","Quanta Computer",5.53,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4712
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"Camera Module","CAM","Foxlink Corp",43.71,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4713
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"Battery","BAT","Foxlink Corp",16.85,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4714
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"OLED Display","OLD","Quanta Computer",120.66,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4715
"PHN-SOL-0025","Solace","Solace Nova 5 Lite","Smartphone",2022,370.72,"Logic Board","LB","Wistron",247.09,"WC-00748","Logic Board","2025-10-27",776,483.25,"Pending","Won't power on",4716
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"Speaker Unit","SPK","Wistron",7.16,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4717
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"Charging Port","CHG","Foxlink Corp",5.09,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4718
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"Camera Module","CAM","Delta Electronics",15.06,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4719
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"Battery","BAT","Foxlink Corp",12.13,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4720
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"OLED Display","OLD","Quanta Computer",117.11,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4721
"PHN-NIM-0008","Nimbus","Nimbus Flip 3","Smartphone",2024,435.13,"Logic Board","LB","Luxshare ICT",89.60,"WC-00749","Logic Board","2024-07-11",575,177.04,"Pending","Won't power on",4722
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Webcam Module","CAM","Quanta Computer",10.53,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4723
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Cooling Fan","FAN","Quanta Computer",16.70,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4724
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Keyboard Assembly","KB","Pegatron",17.06,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4725
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"RAM Module","RAM","Quanta Computer",88.96,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4726
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"SSD Storage","SSD","Pegatron",27.22,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4727
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Battery","BAT","Delta Electronics",45.18,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4728
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Display Panel","DSP","Quanta Computer",135.65,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4729
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Motherboard","MB","Quanta Computer",99.88,"WC-00750","Cooling Fan","2024-08-14",893,58.07,"Pending","Unresponsive",4730
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Webcam Module","CAM","Foxlink Corp",4.91,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4731
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Cooling Fan","FAN","Delta Electronics",13.84,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4732
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Keyboard Assembly","KB","Pegatron",19.63,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4733
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"RAM Module","RAM","Pegatron",81.38,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4734
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"SSD Storage","SSD","Wistron",74.50,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4735
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Battery","BAT","Pegatron",31.64,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4736
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Display Panel","DSP","Foxlink Corp",154.85,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4737
"LAP-VOR-0035","Vortexa","Vortexa Pro 14","Laptop",2025,972.50,"Motherboard","MB","Pegatron",146.49,"WC-00751","SSD Storage","2026-05-15",541,120.51,"Replaced","Malfunctioning",4738
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Charging Port","CHG","Pegatron",11.99,"WC-00752","Speaker Unit","2025-04-08",186,37.15,"Pending","Random shutdowns",4739
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Speaker Unit","SPK","Quanta Computer",2.52,"WC-00752","Speaker Unit","2025-04-08",186,37.15,"Pending","Random shutdowns",4740
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Battery","BAT","Wistron",20.12,"WC-00752","Speaker Unit","2025-04-08",186,37.15,"Pending","Random shutdowns",4741
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Touch Display","TDS","Luxshare ICT",95.61,"WC-00752","Speaker Unit","2025-04-08",186,37.15,"Pending","Random shutdowns",4742
"TAB-ORB-0003","Orbital","Orbital Canvas 11","Tablet",2024,804.84,"Logic Board","LB","Delta Electronics",172.18,"WC-00752","Speaker Unit","2025-04-08",186,37.15,"Pending","Random shutdowns",4743
"WCH-NIM-0001","Nimbus","Nimbus Watch S1","Smartwatch",2024,457.23,"Strap/Band","STR","Luxshare ICT",10.02,"WC-00753","Logic Board","2024-12-20",879,113.67,"Pending","Not charging",4744
"WCH-NIM-0001","Nimbus","Nimbus Watch S1","Smartwatch",2024,457.23,"Sensor Module","SEN","Foxlink Corp",10.75,"WC-00753","Logic Board","2024-12-20",879,113.67,"Pending","Not charging",4745
"WCH-NIM-0001","Nimbus","Nimbus Watch S1","Smartwatch",2024,457.23,"Battery","BAT","Luxshare ICT",11.23,"WC-00753","Logic Board","2024-12-20",879,113.67,"Pending","Not charging",4746
"WCH-NIM-0001","Nimbus","Nimbus Watch S1","Smartwatch",2024,457.23,"Display","DSP","Foxlink Corp",44.59,"WC-00753","Logic Board","2024-12-20",879,113.67,"Pending","Not charging",4747
"WCH-NIM-0001","Nimbus","Nimbus Watch S1","Smartwatch",2024,457.23,"Logic Board","LB","Quanta Computer",68.79,"WC-00753","Logic Board","2024-12-20",879,113.67,"Pending","Not charging",4748
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Webcam Module","CAM","Quanta Computer",10.53,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4749
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Cooling Fan","FAN","Quanta Computer",16.70,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4750
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Keyboard Assembly","KB","Pegatron",17.06,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4751
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"RAM Module","RAM","Quanta Computer",88.96,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4752
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"SSD Storage","SSD","Pegatron",27.22,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4753
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Battery","BAT","Delta Electronics",45.18,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4754
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Display Panel","DSP","Quanta Computer",135.65,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4755
"LAP-VOR-0016","Vortexa","Vortexa EliteBook X","Laptop",2024,2093.80,"Motherboard","MB","Quanta Computer",99.88,"WC-00754","Keyboard Assembly","2025-11-10",164,63.90,"Repaired","Overheating",4756
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Webcam Module","CAM","Quanta Computer",6.04,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4757
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Cooling Fan","FAN","Luxshare ICT",12.39,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4758
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Keyboard Assembly","KB","Delta Electronics",37.75,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4759
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"RAM Module","RAM","Quanta Computer",32.09,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4760
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"SSD Storage","SSD","Wistron",64.90,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4761
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Battery","BAT","Luxshare ICT",64.24,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4762
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Display Panel","DSP","Quanta Computer",52.83,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4763
"LAP-SOL-0007","Solace","Solace TravelLite 12","Laptop",2022,1365.80,"Motherboard","MB","Foxlink Corp",163.94,"WC-00755","Motherboard","2025-08-17",600,333.15,"Replaced","Not charging",4764
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Webcam Module","CAM","Luxshare ICT",7.66,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4765
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Cooling Fan","FAN","Quanta Computer",14.32,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4766
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Keyboard Assembly","KB","Foxlink Corp",24.48,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4767
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"RAM Module","RAM","Quanta Computer",26.73,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4768
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"SSD Storage","SSD","Luxshare ICT",92.75,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4769
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Battery","BAT","Quanta Computer",32.12,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4770
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Display Panel","DSP","Quanta Computer",141.08,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4771
"LAP-ORB-0024","Orbital","Orbital Studio 16","Laptop",2023,1681.56,"Motherboard","MB","Luxshare ICT",110.08,"WC-00756","Keyboard Assembly","2025-12-23",811,81.82,"Refunded","Battery drains fast",4772
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Webcam Module","CAM","Foxlink Corp",8.73,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4773
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Cooling Fan","FAN","Delta Electronics",5.47,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4774
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Keyboard Assembly","KB","Foxlink Corp",29.29,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4775
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"RAM Module","RAM","Luxshare ICT",66.22,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4776
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"SSD Storage","SSD","Luxshare ICT",100.81,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4777
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Battery","BAT","Pegatron",61.32,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4778
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Display Panel","DSP","Foxlink Corp",158.54,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4779
"LAP-ORB-0001","Orbital","Orbital TravelLite 12","Laptop",2025,1318.70,"Motherboard","MB","Pegatron",180.46,"WC-00757","Motherboard","2026-02-25",326,397.64,"Replaced","Not charging",4780
"EAR-ORB-0016","Orbital","Orbital Buds Air","Wireless Earbuds",2022,126.95,"Bluetooth Chip","BTC","Wistron",5.32,"WC-00758","Speaker Driver","2026-03-04",71,35.58,"Replaced","Not charging",4781
"EAR-ORB-0016","Orbital","Orbital Buds Air","Wireless Earbuds",2022,126.95,"Charging Case","CSE","Foxlink Corp",11.20,"WC-00758","Speaker Driver","2026-03-04",71,35.58,"Replaced","Not charging",4782
"EAR-ORB-0016","Orbital","Orbital Buds Air","Wireless Earbuds",2022,126.95,"Speaker Driver","SPD","Delta Electronics",6.10,"WC-00758","Speaker Driver","2026-03-04",71,35.58,"Replaced","Not charging",4783
"EAR-ORB-0016","Orbital","Orbital Buds Air","Wireless Earbuds",2022,126.95,"Battery","BAT","Pegatron",7.91,"WC-00758","Speaker Driver","2026-03-04",71,35.58,"Replaced","Not charging",4784
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Webcam Module","CAM","Quanta Computer",9.00,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4785
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Cooling Fan","FAN","Foxlink Corp",6.25,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4786
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Keyboard Assembly","KB","Luxshare ICT",30.67,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4787
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"RAM Module","RAM","Luxshare ICT",62.01,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4788
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"SSD Storage","SSD","Delta Electronics",60.72,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4789
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Battery","BAT","Pegatron",65.49,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4790
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Display Panel","DSP","Pegatron",57.82,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4791
"LAP-ZEN-0030","Zenith","Zenith Force 15 Gaming","Laptop",2021,1156.08,"Motherboard","MB","Luxshare ICT",157.39,"WC-00759","Motherboard","2025-03-04",755,356.34,"Replaced","Random shutdowns",4792
"EAR-ORB-0013","Orbital","Orbital Buds Sport","Wireless Earbuds",2022,60.80,"Bluetooth Chip","BTC","Pegatron",3.60,"WC-00760","Speaker Driver","2025-10-12",929,35.78,"Repaired","Overheating",4793
"EAR-ORB-0013","Orbital","Orbital Buds Sport","Wireless Earbuds",2022,60.80,"Charging Case","CSE","Foxlink Corp",13.40,"WC-00760","Speaker Driver","2025-10-12",929,35.78,"Repaired","Overheating",4794
"EAR-ORB-0013","Orbital","Orbital Buds Sport","Wireless Earbuds",2022,60.80,"Speaker Driver","SPD","Wistron",4.37,"WC-00760","Speaker Driver","2025-10-12",929,35.78,"Repaired","Overheating",4795
"EAR-ORB-0013","Orbital","Orbital Buds Sport","Wireless Earbuds",2022,60.80,"Battery","BAT","Wistron",2.51,"WC-00760","Speaker Driver","2025-10-12",929,35.78,"Repaired","Overheating",4796
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"Speaker Unit","SPK","Pegatron",5.36,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4797
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"Charging Port","CHG","Luxshare ICT",10.00,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4798
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"Camera Module","CAM","Luxshare ICT",35.51,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4799
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"Battery","BAT","Pegatron",12.94,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4800
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"OLED Display","OLD","Wistron",44.19,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4801
"PHN-EMB-0015","Emberline","Emberline Flip 3","Smartphone",2021,1367.98,"Logic Board","LB","Luxshare ICT",221.65,"WC-00761","Charging Port","2024-06-30",239,37.51,"Refunded","Overheating",4802
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"Webcam Module","CAM","Luxshare ICT",11.25,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4803
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"Cooling Fan","FAN","Pegatron",5.06,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4804
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"Keyboard Assembly","KB","Wistron",37.73,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4805
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"RAM Module","RAM","Wistron",68.75,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4806
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"SSD Storage","SSD","Luxshare ICT",29.14,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4807
"LAP-VOR-0009","Vortexa","Vortexa TravelLite 12","Laptop",2021,1388.45,"Battery","BAT","Pegatron",36.75,"WC-00762","Keyboard Assembly","2025-01-25",452,113.89,"Replaced","Malfunctioning",4808
